qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
DOLIS_105.Contig_454	NZ_CP020114.1:1383340-1386210	82.100	2000	325	28	3	1984	860	2844	0.0	1679
DOLIS_105.Contig_454	NZ_CP047242.1:5785454-5788351	79.791	2009	376	28	2	1995	889	2882	0.0	1434
DOLIS_105.Contig_454	NZ_JANQDJ010000007.1:29007-31877	79.029	1998	394	22	1	1984	858	2844	0.0	1345
DOLIS_105.Contig_454	NZ_LR882952.1:3185638-3188601	76.105	1607	337	40	350	1932	1314	2897	0.0	797
DOLIS_187.Contig_1	NZ_CP020114.1:c3984789-3984109	84.853	680	97	6	144502	145178	677	1	0.0	680
DOLIS_187.Contig_6	NZ_JACJTO010000034.1:c6821-5745	91.272	1077	94	0	115104	116180	1077	1	0.0	1469
DOLIS_187.Contig_6	NZ_KE384612.1:c44638-43565	90.009	1071	107	0	115110	116180	1071	1	0.0	1386
DOLIS_187.Contig_6	NZ_CP020114.1:4705113-4706183	81.275	1020	189	2	115162	116180	1019	1	0.0	824
DOLIS_187.Contig_6	NZ_CP020114.1:1383340-1386210	100.000	33	0	0	13612	13644	1151	1119	1.18e-08	62.1
DOLIS_187.Contig_8	NZ_KE384659.1:c96890-95211	89.505	1677	159	9	48042	49705	6	1678	0.0	2106
DOLIS_187.Contig_8	NZ_JACJTO010000053.1:c8096-6411	88.277	1689	174	10	48040	49707	1	1686	0.0	2001
DOLIS_187.Contig_10	NZ_JACJTO010000010.1:102519-104831	88.759	2313	254	4	61971	64277	2313	1	0.0	2826
DOLIS_187.Contig_10	NZ_KE384617.1:c46296-43954	86.041	2314	295	20	61981	64277	2303	1	0.0	2459
DOLIS_187.Contig_11	NZ_JACJTO010000004.1:105234-106163	86.281	933	92	21	21722	22621	930	1	0.0	981
DOLIS_187.Contig_11	NZ_KE384592.1:c39642-38713	85.805	627	87	2	21996	22621	626	1	0.0	664
DOLIS_187.Contig_13	NZ_JACJTO010000016.1:c84639-82762	91.506	1872	159	0	64870	66741	1	1872	0.0	2577
DOLIS_187.Contig_13	NZ_KE384623.1:141568-143448	87.480	1869	225	7	64885	66747	16	1881	0.0	2146
DOLIS_187.Contig_13	NZ_CP020114.1:c3685187-3683310	79.666	1859	370	8	64886	66740	17	1871	0.0	1332
DOLIS_187.Contig_13	NZ_CP047242.1:316001-317884	78.224	1869	395	12	64878	66740	9	1871	0.0	1186
DOLIS_187.Contig_13	NZ_JANQDJ010000067.1:18792-20678	77.999	1809	390	8	64936	66740	67	1871	0.0	1129
DOLIS_187.Contig_13	NZ_AESD01000514.1:2053-3888	74.349	499	120	8	66061	66555	1150	1644	3.40e-52	206
DOLIS_187.Contig_20	NZ_JACJTO010000006.1:81111-83156	89.726	2005	204	2	22067	24070	24	2027	0.0	2560
DOLIS_187.Contig_20	NZ_KE384624.1:28797-30842	87.821	2028	239	8	22044	24067	1	2024	0.0	2370
DOLIS_187.Contig_20	NZ_JACJTO010000025.1:c30911-28323	88.337	1912	221	2	31112	33022	1	1911	0.0	2294
DOLIS_187.Contig_20	NZ_JACJTO010000025.1:c30911-28323	91.556	604	49	2	33084	33686	1973	2575	0.0	832
DOLIS_187.Contig_20	NZ_KE384599.1:c2617-29	87.709	1912	233	2	31112	33022	1	1911	0.0	2228
DOLIS_187.Contig_20	NZ_KE384599.1:c2617-29	88.799	616	67	2	33084	33698	1973	2587	0.0	754
DOLIS_187.Contig_20	NZ_CP065936.1:2811061-2813625	77.513	2517	530	28	31169	33676	52	2541	0.0	1480
DOLIS_187.Contig_20	NZ_CP020114.1:5263565-5266156	80.022	1847	359	8	31177	33018	78	1919	0.0	1358
DOLIS_187.Contig_20	NZ_CP047242.1:5269141-5271705	79.383	1848	369	12	31177	33018	72	1913	0.0	1291
DOLIS_187.Contig_20	NZ_AJLL01000034.1:c27036-24415	75.991	2549	566	39	31178	33700	79	2607	0.0	1275
DOLIS_187.Contig_34	NZ_JACJTO010000002.1:186697-187296	93.167	600	41	0	18858	19457	1	600	0.0	881
DOLIS_187.Contig_34	NZ_KE384626.1:c8487-7888	91.137	598	53	0	18858	19455	1	598	0.0	811
DOLIS_187.Contig_35	NZ_CP020114.1:c2397962-2396685	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:c2374624-2373347	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:c1236472-1235195	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:548242-549519	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:c5165677-5164400	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:3446210-3447487	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:c3846778-3845501	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:c341951-340674	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:4180539-4181816	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:c4707563-4706286	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:2485395-2486672	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:c1338145-1336868	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:c1321775-1320498	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:3644777-3646054	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:c375111-373834	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:3531994-3533271	98.748	1278	16	0	12726	14003	1	1278	0.0	2272
DOLIS_187.Contig_35	NZ_CP020114.1:c2395277-2394000	98.670	1278	17	0	12726	14003	1	1278	0.0	2266
DOLIS_187.Contig_36	NZ_JACJTO010000005.1:73734-75203	85.873	1437	199	4	35304	36738	1435	1	0.0	1526
DOLIS_187.Contig_36	NZ_KE384604.1:24243-25682	84.299	1433	221	4	35308	36738	1431	1	0.0	1397
DOLIS_187.Contig_36	NZ_LR882952.1:c3766327-3764780	74.194	217	48	8	35629	35841	1218	1006	9.38e-16	84.2
DOLIS_187.Contig_38	NZ_JACJTO010000021.1:c66481-63539	90.940	2936	260	5	10058	12990	1	2933	0.0	3943
DOLIS_187.Contig_38	NZ_KE384613.1:50020-52932	90.101	2071	199	5	10924	12991	837	2904	0.0	2684
DOLIS_187.Contig_38	NZ_KE384613.1:50020-52932	88.800	750	82	2	10058	10806	1	749	0.0	918
DOLIS_187.Contig_38	NZ_CP020114.1:1383340-1386210	82.222	2070	335	28	10924	12975	789	2843	0.0	1753
DOLIS_187.Contig_38	NZ_CP020114.1:1383340-1386210	82.556	665	116	0	10110	10774	41	705	5.32e-167	586
DOLIS_187.Contig_38	NZ_LAHB01000066.1:14261-17194	80.754	2068	390	8	10924	12987	840	2903	0.0	1607
DOLIS_187.Contig_38	NZ_LAHB01000066.1:14261-17194	82.164	684	121	1	10108	10791	93	775	5.32e-167	586
DOLIS_187.Contig_38	NZ_CP047242.1:5785454-5788351	79.598	2088	393	30	10924	12995	819	2889	0.0	1465
DOLIS_187.Contig_38	NZ_JANQDJ010000007.1:29007-31877	79.167	2064	403	24	10924	12972	789	2840	0.0	1404
DOLIS_187.Contig_43	NZ_JACJTO010000018.1:1320-3509	88.727	2191	243	3	13325	15513	2189	1	0.0	2675
DOLIS_187.Contig_43	NZ_KE384629.1:c9741-7552	88.372	2193	249	6	13324	15513	2190	1	0.0	2632
DOLIS_187.Contig_43	NZ_CP020114.1:1241535-1243700	77.197	2162	483	10	13357	15513	2157	1	0.0	1253
DOLIS_187.Contig_43	NZ_LAHB01000059.1:c32765-30606	76.611	2142	475	23	13382	15513	2126	1	0.0	1157
DOLIS_187.Contig_43	NZ_JANQDJ010000018.1:69116-71290	76.295	2181	477	35	13357	15513	2165	1	0.0	1127
DOLIS_187.Contig_43	NZ_CP065936.1:c939913-937751	79.609	1535	307	6	13982	15513	1532	1	0.0	1096
DOLIS_187.Contig_43	NZ_KE384612.1:c25373-24126	80.147	272	50	4	27619	27888	538	807	7.61e-51	200
DOLIS_187.Contig_45	NZ_JACJTO010000009.1:c53190-51958	89.006	1237	131	4	19778	21013	1	1233	0.0	1526
DOLIS_187.Contig_45	NZ_KE384612.1:c25373-24126	88.078	1082	129	0	19932	21013	167	1248	0.0	1284
DOLIS_187.Contig_45	NZ_JANQDJ010000079.1:8272-9510	80.752	1091	198	10	19929	21013	155	1239	0.0	841
DOLIS_187.Contig_45	NZ_LAHB01000015.1:c109909-108659	80.512	1093	193	16	19931	21013	169	1251	0.0	821
DOLIS_187.Contig_48	NZ_JACJTO010000022.1:5217-6737	90.204	1521	146	2	15704	17221	1521	1	0.0	1980
DOLIS_187.Contig_48	NZ_KE384657.1:c38707-37184	86.405	1530	188	14	15705	17221	1523	1	0.0	1655
DOLIS_187.Contig_48	NZ_CP020114.1:c2388482-2386908	82.599	931	158	4	15746	16674	1518	590	0.0	819
DOLIS_187.Contig_48	NZ_LR882952.1:3843913-3845499	74.850	835	206	4	15828	16660	1478	646	1.14e-103	375
DOLIS_187.Contig_48	NZ_CP065936.1:c284085-282517	81.387	274	51	0	16749	17022	449	176	4.36e-58	224
DOLIS_187.Contig_53	NZ_CP020114.1:1383340-1386210	97.222	36	1	0	6529	6564	1116	1151	3.34e-09	62.1
DOLIS_187.Contig_54	NZ_JACJTO010000044.1:29549-30664	91.943	1117	88	2	14951	16066	1	1116	0.0	1563
DOLIS_187.Contig_54	NZ_KE384611.1:20879-21994	86.201	1116	154	0	14951	16066	1	1116	0.0	1208
DOLIS_187.Contig_54	NZ_LAHB01000007.1:c37334-36204	77.431	1121	237	15	14951	16062	1	1114	0.0	654
DOLIS_187.Contig_54	NZ_CP047242.1:c5529770-5528640	75.298	1089	234	29	14951	16022	1	1071	1.28e-137	488
DOLIS_187.Contig_54	NZ_JANQDJ010000042.1:c31550-30393	74.755	1121	247	23	14951	16041	1	1115	4.62e-132	470
DOLIS_187.Contig_67	NZ_CP065936.1:2660397-2661572	86.061	165	22	1	2	166	1155	992	8.99e-44	176
DOLIS_187.Contig_71	NZ_JACJTO010000018.1:c30292-29192	89.192	1101	119	0	14908	16008	1	1101	0.0	1375
DOLIS_187.Contig_71	NZ_KE384623.1:85149-86249	87.409	1096	136	2	14908	16002	1	1095	0.0	1258
DOLIS_187.Contig_74	NZ_JACJTO010000047.1:c23055-22450	90.264	606	59	0	10307	10912	606	1	0.0	793
DOLIS_187.Contig_74	NZ_KE384593.1:7130-7735	88.962	607	65	2	10307	10912	606	1	0.0	749
DOLIS_187.Contig_76	NZ_JACJTO010000002.1:150477-150968	90.650	492	46	0	18579	19070	1	492	0.0	654
DOLIS_187.Contig_76	NZ_KE384609.1:58521-59012	85.451	488	71	0	18579	19066	1	488	6.20e-144	508
DOLIS_187.Contig_76	NZ_CP020114.1:c3984789-3984109	82.299	435	71	6	2037	2468	432	1	8.48e-103	372
DOLIS_187.Contig_81	NZ_KE384619.1:34218-36698	88.328	2476	270	13	235	2693	1	2474	0.0	2953
DOLIS_187.Contig_81	NZ_JACJTO010000009.1:117224-119689	87.647	2469	299	6	235	2700	1	2466	0.0	2865
DOLIS_187.Contig_81	NZ_JANQDJ010000052.1:50504-52975	77.604	2487	513	39	235	2696	1	2468	0.0	1467
DOLIS_187.Contig_81	NZ_LAHB01000010.1:c25274-22785	78.502	2163	452	12	545	2700	334	2490	0.0	1406
DOLIS_187.Contig_81	NZ_CP065936.1:c230552-228069	78.430	2114	440	15	591	2696	375	2480	0.0	1363
DOLIS_187.Contig_84	NZ_KE384598.1:9077-9493	89.901	406	39	2	4983	5387	1	405	7.03e-148	521
DOLIS_187.Contig_84	NZ_JACJTO010000004.1:85579-85998	87.654	405	49	1	4983	5387	1	404	2.58e-132	470
DOLIS_187.Contig_89	NZ_JACJTO010000025.1:38869-41262	87.460	1236	147	5	7002	8236	1229	1	0.0	1417
DOLIS_187.Contig_89	NZ_JACJTO010000025.1:38869-41262	88.711	1125	123	4	5753	6875	2394	1272	0.0	1371
DOLIS_187.Contig_89	NZ_KE384607.1:c13130-10728	86.964	1235	161	0	7002	8236	1235	1	0.0	1389
DOLIS_187.Contig_89	NZ_KE384607.1:c13130-10728	85.626	1127	157	4	5753	6875	2403	1278	0.0	1179
DOLIS_187.Contig_96	NZ_KE384634.1:13210-13860	89.571	652	64	3	10159	10808	1	650	0.0	824
DOLIS_187.Contig_98	NZ_JACJTO010000022.1:c32001-30271	89.838	1732	172	3	3949	5678	1730	1	0.0	2220
DOLIS_187.Contig_98	NZ_KE384623.1:25615-27345	87.203	1727	218	3	3954	5678	1726	1	0.0	1962
DOLIS_187.Contig_98	NZ_LAHB01000054.1:258-2006	76.878	1717	370	20	3967	5662	1727	17	0.0	946
DOLIS_187.Contig_98	NZ_CP020114.1:c257109-255382	76.649	1713	366	29	3964	5662	1709	17	0.0	917
DOLIS_187.Contig_98	NZ_CP047242.1:4055998-4057746	75.305	1721	386	25	3967	5660	1727	19	0.0	787
DOLIS_187.Contig_114	NZ_JACJTO010000007.1:68616-70613	93.263	1989	132	2	8239	10226	1988	1	0.0	2929
DOLIS_187.Contig_114	NZ_KE384619.1:c14724-12727	89.540	1998	209	0	8229	10226	1998	1	0.0	2532
DOLIS_187.Contig_114	NZ_LAHB01000011.1:23963-25960	81.372	1997	359	13	8229	10219	1998	9	0.0	1615
DOLIS_187.Contig_114	NZ_CP020114.1:c123803-121806	80.731	1998	374	11	8229	10221	1998	7	0.0	1546
DOLIS_187.Contig_114	NZ_CP047242.1:778650-780647	79.200	1976	397	13	8244	10212	1983	15	0.0	1360
DOLIS_187.Contig_114	NZ_AJLL01000063.1:c82007-80010	77.016	1997	446	12	8229	10219	1998	9	0.0	1133
DOLIS_187.Contig_114	NZ_AESD01000165.1:7056-9098	76.989	1747	380	18	8409	10144	1860	125	0.0	979
DOLIS_187.Contig_133	NZ_KE384650.1:c5800-5135	89.189	666	72	0	1571	2236	1	666	0.0	832
DOLIS_187.Contig_137	NZ_JACJTO010000056.1:2259-2900	91.277	642	56	0	2602	3243	642	1	0.0	876
DOLIS_187.Contig_137	NZ_KE384618.1:c48596-47955	88.548	620	71	0	2624	3243	620	1	0.0	752
DOLIS_187.Contig_137	NZ_JANQDJ010000004.1:c3498-2851	78.537	629	131	4	2617	3243	627	1	4.66e-115	411
DOLIS_187.Contig_137	NZ_CP020114.1:4667283-4667924	78.331	623	129	6	2624	3243	620	1	3.63e-111	398
DOLIS_36.Contig_2	NZ_JACJTO010000034.1:c6821-5745	91.365	1077	93	0	9302	10378	1077	1	0.0	1474
DOLIS_36.Contig_2	NZ_KE384612.1:c44638-43565	90.103	1071	106	0	9308	10378	1071	1	0.0	1391
DOLIS_36.Contig_2	NZ_CP020114.1:4705113-4706183	81.250	1024	190	2	9356	10378	1023	1	0.0	826
DOLIS_36.Contig_25	NZ_JACJTO010000025.1:38869-41262	87.621	1236	145	5	1589	2823	1	1229	0.0	1428
DOLIS_36.Contig_25	NZ_JACJTO010000025.1:38869-41262	89.600	1125	113	4	2950	4072	1272	2394	0.0	1426
DOLIS_36.Contig_25	NZ_KE384607.1:c13130-10728	87.206	1235	158	0	1589	2823	1	1235	0.0	1406
DOLIS_36.Contig_25	NZ_KE384607.1:c13130-10728	85.803	1127	155	4	2950	4072	1278	2403	0.0	1190
DOLIS_36.Contig_55	NZ_JACJTO010000009.1:c53190-51958	88.844	1237	133	4	3109	4344	1	1233	0.0	1515
DOLIS_36.Contig_55	NZ_KE384612.1:c25373-24126	88.078	1082	129	0	3263	4344	167	1248	0.0	1284
DOLIS_36.Contig_55	NZ_JANQDJ010000079.1:8272-9510	80.568	1091	200	10	3260	4344	155	1239	0.0	830
DOLIS_36.Contig_55	NZ_LAHB01000015.1:c109909-108659	80.367	1090	200	11	3262	4344	169	1251	0.0	815
DOLIS_36.Contig_91	NZ_JACJTO010000007.1:68616-70613	94.492	1053	58	0	1	1053	1053	1	0.0	1624
DOLIS_36.Contig_91	NZ_KE384619.1:c14724-12727	90.313	1053	102	0	1	1053	1053	1	0.0	1380
DOLIS_36.Contig_91	NZ_LAHB01000011.1:23963-25960	80.802	1047	190	11	5	1046	1049	9	0.0	809
DOLIS_36.Contig_91	NZ_CP020114.1:c123803-121806	80.497	1046	199	5	5	1048	1049	7	0.0	797
DOLIS_36.Contig_91	NZ_CP047242.1:778650-780647	79.749	1037	206	4	5	1039	1049	15	0.0	749
DOLIS_36.Contig_91	NZ_AJLL01000063.1:c82007-80010	77.565	1043	231	3	5	1046	1049	9	3.84e-180	627
DOLIS_36.Contig_91	NZ_AESD01000165.1:7056-9098	76.489	974	215	11	5	971	1091	125	2.41e-147	518
DOLIS_36.Contig_93	NZ_KE384599.1:c2617-29	88.700	1177	133	0	3683	4859	1	1177	0.0	1437
DOLIS_36.Contig_93	NZ_JACJTO010000025.1:c30911-28323	88.190	1177	139	0	3683	4859	1	1177	0.0	1404
DOLIS_36.Contig_93	NZ_CP020114.1:5263565-5266156	81.525	1115	200	5	3748	4859	78	1189	0.0	913
DOLIS_36.Contig_93	NZ_CP047242.1:5269141-5271705	81.109	1064	197	4	3748	4809	72	1133	0.0	848
DOLIS_36.Contig_93	NZ_AJLL01000034.1:c27036-24415	77.083	1104	240	11	3749	4844	79	1177	1.38e-179	625
DOLIS_36.Contig_153	NZ_CP020114.1:c2397962-2396685	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:c2374624-2373347	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:c1236472-1235195	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:548242-549519	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:c5165677-5164400	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:3446210-3447487	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:c3846778-3845501	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:c341951-340674	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:4180539-4181816	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:c4707563-4706286	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:2485395-2486672	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:c1338145-1336868	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:c1321775-1320498	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:3644777-3646054	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:c2395277-2394000	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:c375111-373834	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_153	NZ_CP020114.1:3531994-3533271	98.810	84	1	0	4029	4112	1278	1195	8.57e-37	150
DOLIS_36.Contig_171	NZ_CP020114.1:1383340-1386210	100.000	33	0	0	1805	1837	1119	1151	4.02e-10	62.1
DOLIS_36.Contig_258	NZ_JACJTO010000006.1:81111-83156	89.676	2005	205	2	1119	3122	24	2027	0.0	2555
DOLIS_36.Contig_258	NZ_KE384624.1:28797-30842	87.665	2051	243	10	1096	3141	1	2046	0.0	2377
DOLIS_36.Contig_270	NZ_KE384619.1:34218-36698	88.288	2476	271	13	160	2618	1	2474	0.0	2948
DOLIS_36.Contig_270	NZ_JACJTO010000009.1:117224-119689	87.728	2469	297	6	160	2625	1	2466	0.0	2876
DOLIS_36.Contig_270	NZ_JANQDJ010000052.1:50504-52975	77.523	2487	515	39	160	2621	1	2468	0.0	1456
DOLIS_36.Contig_270	NZ_CP065936.1:c230552-228069	78.487	2115	437	17	516	2621	375	2480	0.0	1369
DOLIS_36.Contig_306	NZ_JACJTO010000002.1:150477-150968	90.650	492	46	0	2551	3042	1	492	0.0	654
DOLIS_36.Contig_306	NZ_KE384609.1:58521-59012	85.451	488	71	0	2551	3038	1	488	9.66e-145	508
DOLIS_36.Contig_307	NZ_JACJTO010000018.1:1320-3509	89.200	1926	206	2	20	1944	1925	1	0.0	2403
DOLIS_36.Contig_307	NZ_KE384629.1:c9741-7552	88.957	1947	209	6	1	1944	1944	1	0.0	2399
DOLIS_36.Contig_307	NZ_CP020114.1:1241535-1243700	78.698	1812	378	8	137	1944	1808	1	0.0	1201
DOLIS_36.Contig_307	NZ_LAHB01000059.1:c32765-30606	78.013	1792	382	12	159	1944	1786	1	0.0	1116
DOLIS_36.Contig_307	NZ_JANQDJ010000018.1:69116-71290	77.876	1817	381	20	137	1944	1805	1	0.0	1109
DOLIS_36.Contig_307	NZ_CP047242.1:4645432-4647588	77.572	1837	400	12	114	1944	1831	1	0.0	1099
DOLIS_36.Contig_307	NZ_CP065936.1:c939913-937751	79.270	1534	314	4	413	1944	1532	1	0.0	1068
DOLIS_36.Contig_310	NZ_JACJTO010000016.1:c84639-82762	91.760	1784	147	0	1448	3231	1	1784	0.0	2481
DOLIS_36.Contig_310	NZ_KE384623.1:141568-143448	86.986	1775	222	7	1463	3231	16	1787	0.0	1989
DOLIS_36.Contig_310	NZ_CP020114.1:c3685187-3683310	79.637	1763	351	8	1464	3222	17	1775	0.0	1260
DOLIS_36.Contig_310	NZ_CP047242.1:316001-317884	78.003	1773	378	12	1456	3222	9	1775	0.0	1103
DOLIS_36.Contig_310	NZ_JANQDJ010000067.1:18792-20678	77.425	1763	390	8	1464	3222	17	1775	0.0	1044
DOLIS_36.Contig_310	NZ_AESD01000514.1:2053-3888	74.950	499	117	8	2639	3133	1150	1644	1.41e-58	222
DOLIS_36.Contig_367	NZ_KE384659.1:c96890-95211	88.724	1419	143	9	1599	3004	6	1420	0.0	1718
DOLIS_36.Contig_367	NZ_JACJTO010000053.1:c8096-6411	87.772	1423	150	10	1597	2998	1	1420	0.0	1642
DOLIS_36.Contig_390	NZ_JACJTO010000010.1:102519-104831	89.760	2002	199	4	6	2001	2002	1	0.0	2556
DOLIS_36.Contig_390	NZ_KE384617.1:c46296-43954	86.574	2011	246	16	6	2001	2002	1	0.0	2196
DOLIS_36.Contig_410	NZ_JACJTO010000018.1:c30292-29192	89.301	701	75	0	2133	2833	1	701	0.0	880
DOLIS_36.Contig_410	NZ_KE384623.1:85149-86249	87.074	704	91	0	2133	2836	1	704	0.0	797
DOLIS_36.Contig_410	NZ_CP020114.1:4133055-4134158	77.912	661	139	4	2133	2788	1	659	1.14e-113	405
DOLIS_36.Contig_413	NZ_JACJTO010000022.1:5217-6737	89.612	1521	155	2	185	1702	1521	1	0.0	1930
DOLIS_36.Contig_413	NZ_KE384657.1:c38707-37184	86.209	1530	191	15	186	1702	1523	1	0.0	1639
DOLIS_36.Contig_413	NZ_CP020114.1:c2388482-2386908	82.566	912	155	4	246	1155	1499	590	0.0	800
DOLIS_36.Contig_413	NZ_LR882952.1:3843913-3845499	75.180	834	205	2	309	1141	1478	646	8.83e-110	392
DOLIS_36.Contig_413	NZ_CP065936.1:c284085-282517	81.022	274	52	0	1230	1503	449	176	1.59e-57	219
DOLIS_36.Contig_438	NZ_JACJTO010000005.1:73734-75203	85.704	1455	204	4	779	2231	1	1453	0.0	1531
DOLIS_36.Contig_438	NZ_KE384604.1:24243-25682	84.229	1433	222	4	779	2209	1	1431	0.0	1391
DOLIS_36.Contig_438	NZ_LR882952.1:c3766327-3764780	74.194	217	48	8	1676	1888	1006	1218	5.88e-17	84.2
DOLIS_36.Contig_479	NZ_JACJTO010000004.1:105234-106163	87.594	935	106	10	169	1098	1	930	0.0	1075
DOLIS_36.Contig_479	NZ_KE384592.1:c39642-38713	85.408	932	132	4	169	1098	1	930	0.0	965
DOLIS_36.Contig_525	NZ_KE384650.1:c5800-5135	91.643	347	29	0	2161	2507	664	318	1.63e-136	481
DOLIS_36.Contig_567	NZ_KE384599.1:c2617-29	86.101	1698	218	14	1	1689	899	2587	0.0	1812
DOLIS_36.Contig_567	NZ_JACJTO010000025.1:c30911-28323	88.560	1014	114	2	1	1013	899	1911	0.0	1229
DOLIS_36.Contig_567	NZ_JACJTO010000025.1:c30911-28323	91.391	604	50	2	1075	1677	1973	2575	0.0	826
DOLIS_36.Contig_567	NZ_CP065936.1:2811061-2813625	76.813	1682	358	23	1	1675	893	2549	0.0	917
DOLIS_36.Contig_567	NZ_CP020114.1:5263565-5266156	78.107	1014	208	11	3	1009	913	1919	0.0	630
DOLIS_53.Contig_1	NZ_CP020114.1:c3984789-3984109	84.853	680	97	6	6809	7485	1	677	0.0	680
DOLIS_53.Contig_32	NZ_JACJTO010000034.1:c6821-5745	91.365	1077	93	0	6301	7377	1	1077	0.0	1474
DOLIS_53.Contig_32	NZ_KE384612.1:c44638-43565	90.009	1071	107	0	6301	7371	1	1071	0.0	1386
DOLIS_53.Contig_32	NZ_CP020114.1:4705113-4706183	81.471	1020	187	2	6301	7319	1	1019	0.0	835
DOLIS_53.Contig_76	NZ_JACJTO010000009.1:c53190-51958	88.844	1237	133	4	3066	4301	1233	1	0.0	1515
DOLIS_53.Contig_76	NZ_KE384612.1:c25373-24126	88.078	1082	129	0	3066	4147	1248	167	0.0	1284
DOLIS_53.Contig_76	NZ_JANQDJ010000079.1:8272-9510	80.568	1091	200	10	3066	4150	1239	155	0.0	830
DOLIS_53.Contig_76	NZ_LAHB01000015.1:c109909-108659	80.367	1090	200	11	3066	4148	1251	169	0.0	815
DOLIS_53.Contig_90	NZ_JACJTO010000022.1:c32001-30271	89.838	1732	172	3	3996	5725	1730	1	0.0	2220
DOLIS_53.Contig_90	NZ_KE384623.1:25615-27345	87.087	1727	220	3	4001	5725	1726	1	0.0	1951
DOLIS_53.Contig_90	NZ_LAHB01000054.1:258-2006	76.762	1717	372	20	4014	5709	1727	17	0.0	935
DOLIS_53.Contig_90	NZ_CP020114.1:c257109-255382	76.591	1713	367	29	4011	5709	1709	17	0.0	911
DOLIS_53.Contig_90	NZ_CP047242.1:4055998-4057746	75.305	1721	386	25	4014	5707	1727	19	0.0	787
DOLIS_53.Contig_107	NZ_APIY01000452.1:c993-1	85.528	995	140	4	2705	3697	993	1	0.0	1037
DOLIS_53.Contig_107	NZ_CP020114.1:c3984789-3984109	83.480	684	107	6	3017	3697	681	1	0.0	632
DOLIS_53.Contig_117	NZ_JACJTO010000006.1:81111-83156	89.776	2005	203	2	1106	3109	24	2027	0.0	2566
DOLIS_53.Contig_117	NZ_KE384624.1:28797-30842	87.567	2051	245	10	1083	3128	1	2046	0.0	2366
DOLIS_53.Contig_142	NZ_JACJTO010000004.1:105234-106163	87.914	935	103	10	3697	4626	1	930	0.0	1092
