tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	1727219	0	discontinued	phr	PMM0285	DNA photolyase				NC_005072.1	274511	275947	minus	0		
1148	Synechocystis sp. PCC 6803	954424	0	discontinued	phr	slr0854	deoxyribopyrimidine photolyase				NC_000911.1	1339656	1341122	plus	0		
1148	Synechocystis sp. PCC 6803	954400	0	discontinued	phr	sll1629	DNA photolyase				NC_000911.1	1313278	1314639	minus	0		
398007	Dolichospermum circinale AWQC131C	78014103	0	live	ACIR131C_RS0117375	ACIR131C_RS0117375	alpha-ketoglutarate-dependent dioxygenase AlkB	alpha-ketoglutarate-dependent dioxygenase AlkB									
375899	Trichormus variabilis 0441	58727235	0	live	GSQ19_RS28095	GSQ19_RS28095, GSQ19_28095	alpha-ketoglutarate-dependent dioxygenase AlkB	alpha-ketoglutarate-dependent dioxygenase AlkB									
449441	Microcystis aeruginosa NIES-88	66705644	0	live	OA58_RS05020	OA58_RS05020, OA58_05020	alpha-ketoglutarate-dependent dioxygenase AlkB	alpha-ketoglutarate-dependent dioxygenase AlkB									
449441	Microcystis aeruginosa NIES-88	98280510	0	live	OA58_RS32530	OA58_RS32530, OA58_24640	alpha-ketoglutarate-dependent dioxygenase AlkB	alpha-ketoglutarate-dependent dioxygenase AlkB									
449441	Microcystis aeruginosa NIES-88	66709251	0	live	OA58_RS24500	OA58_RS24500, OA58_24635	alpha-ketoglutarate-dependent dioxygenase AlkB	alpha-ketoglutarate-dependent dioxygenase AlkB									
2108055	Cylindrospermopsis raciborskii Cr2010	92781786	0	live	C6N34_RS13235	C6N34_RS13235, C6N34_013195	alpha-ketoglutarate-dependent dioxygenase AlkB	alpha-ketoglutarate-dependent dioxygenase AlkB									
63737	Nostoc punctiforme PCC 73102	45131603	0	discontinued	ada	NPUN_RS26425, Npun_F5226	bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada	bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada			NC_010628.1	6467798	6468883	plus	0		
269084	Synechococcus elongatus PCC 6301	3198157	0	discontinued	syc1356_d	syc1356_d	ADA regulatory protein				NC_006576.1	1470139	1470696	plus	0		
179408	Oscillatoria nigro-viridis PCC 7112	14143451	0	discontinued	Osc7112_1485	Osc7112_1485	DNA-O6-methylguanine--protein-cysteine S-methyltransferase	Transcriptional regulator Ada			NC_019729.1	1727976	1728863	minus	0		
63737	Nostoc punctiforme PCC 73102	6254574	0	discontinued	Npun_F5226	Npun_F5226	methylated-DNA--protein-cysteine methyltransferase				NC_010628.1	6467798	6468883	plus	0		
251229	Chroococcidiopsis thermalis PCC 7203	14116730	0	discontinued	Chro_0475	Chro_0475	methylated-DNA--protein-cysteine methyltransferase				NC_019695.1	534522	535649	minus	0		
1173026	Gloeocapsa sp. PCC 7428	14157971	0	discontinued	Glo7428_1703	Glo7428_1703	methylated-DNA/protein-cysteinemethyltransferase				NC_019745.1	1905245	1906345	minus	0		
1173026	Gloeocapsa sp. PCC 7428	14156416	0	discontinued	Glo7428_4001	Glo7428_4001	Ada DNA repair protein and transcriptional regulator, AraC family				NC_019745.1	4462008	4463060	plus	0		
272123	Anabaena cylindrica PCC 7122	14186626	0	discontinued	Anacy_1974	Anacy_1974	DNA-O6-methylguanine--protein-cysteine S-methyltransferase	Transcriptional regulator Ada			NC_019771.1	2262274	2263140	plus	0		
1394889	Thermosynechococcus sp. NK55	17873186	0	discontinued	sulA	NK55_07160	cell division inhibitor SulA				NC_023033.1	1503365	1504303	minus	0		
1148	Synechocystis sp. PCC 6803	12254890	0	discontinued	sulA	SYNGTS_0933	putative cell division inhibitor SulA				NC_017277.1	1025519	1026442	plus	0		
1080229	Synechocystis sp. PCC 6803 substr. PCC-N	12013536	0	discontinued	sulA	SYNPCCN_0932	putative cell division inhibitor SulA				NC_017052.1	1025762	1026685	plus	0		
1080230	Synechocystis sp. PCC 6803 substr. PCC-P	11976509	0	discontinued	sulA	SYNPCCP_0932	putative cell division inhibitor SulA				NC_017039.1	1025774	1026697	plus	0		
1080228	Synechocystis sp. PCC 6803 substr. GT-I	11973351	0	discontinued	sulA	SYNGTI_0933	putative cell division inhibitor SulA				NC_017038.1	1025621	1026544	plus	0		
1148	Synechocystis sp. PCC 6803	14616362	0	discontinued	sulA	MYO_19400	cell division inhibitor				NC_020286.1	1025078	1026097	plus	0		
1148	Synechocystis sp. PCC 6803	954130	0	discontinued	sulA	slr1223	cell division inhibitor				NC_000911.1	1025423	1026442	plus	0		
398007	Dolichospermum circinale AWQC131C	78014539	0	live	radA	ACIR131C_RS0120305	DNA repair protein RadA	DNA repair protein RadA									
167542	Prochlorococcus marinus str. MIT 9515	60201098	0	live	radA	P9515_RS00785, P9515_01611	DNA repair protein RadA	DNA repair protein RadA			NC_008817.1	148021	149373	minus	0		
1914872	Nodularia spumigena UHCC 0039	78017402	0	live	radA	BMF81_RS10560, BMF81_02077	DNA repair protein RadA	DNA repair protein RadA									
449441	Microcystis aeruginosa NIES-88	66708815	0	live	radA	OA58_RS22120, OA58_22245	DNA repair protein RadA	DNA repair protein RadA									
375899	Trichormus variabilis 0441	58724548	0	live	radA	GSQ19_RS14660, GSQ19_14660	DNA repair protein RadA	DNA repair protein RadA									
1628744	Nostoc linckia z6	57092840	0	live	radA	VF07_RS06100, VF07_05950	DNA repair protein RadA	DNA repair protein RadA									
423471	Crocosphaera watsonii WH 0003	88764873	0	live	radA	CWATWH0003_RS04765, CWATWH0003_1002	DNA repair protein RadA	DNA repair protein RadA									
98439	Fischerella thermalis PCC 7521	35799024	0	live	radA	UYK_RS0112645	DNA repair protein RadA	DNA repair protein RadA									
269084	Synechococcus elongatus PCC 6301	72430315	0	live	radA	PCC6301pg_RS07535, PCC6301pg_1518	DNA repair protein RadA	DNA repair protein RadA									
2971778	Umezakia ovalisporum Ak1311	83683885	0	live	radA	NWP25_RS03205, NWP25_03210	DNA repair protein RadA	DNA repair protein RadA									
2692891	Aphanizomenon flos-aquae FACHB-1287	78218662	0	live	radA	H6G44_RS11805, H6G44_11765	DNA repair protein RadA	DNA repair protein RadA									
2108055	Cylindrospermopsis raciborskii Cr2010	92779397	0	live	radA	C6N34_RS01205, C6N34_001205	DNA repair protein RadA	DNA repair protein RadA									
1160	Planktothrix agardhii	77289712	0	live	radA	NMG88_RS17875, NO976_03574	DNA repair protein RadA	DNA repair protein RadA		I							
423471	Crocosphaera watsonii WH 0003	88768447	0	live	iscB	CWATWH0003_RS24260, CWATWH0003_5111	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78019764	0	live	iscB	BMF81_RS23115, BMF81_04561	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78019393	0	live	iscB	BMF81_RS21155, BMF81_04170	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78018937	0	live	iscB	BMF81_RS18750	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78018642	0	live	iscB	BMF81_RS17190, BMF81_03364	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78018472	0	live	iscB	BMF81_RS16275	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78018375	0	live	iscB	BMF81_RS15780	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78018295	0	live	iscB	BMF81_RS15330	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78017481	0	live	iscB	BMF81_RS10985	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78017412	0	live	iscB	BMF81_RS10625, BMF81_02087	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78017410	0	live	iscB	BMF81_RS10610, BMF81_02085	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78017394	0	live	iscB	BMF81_RS10510, BMF81_02068	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78016484	0	live	iscB	BMF81_RS05675, BMF81_01111	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78016468	0	live	iscB	BMF81_RS05590, BMF81_01094	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78016393	0	live	iscB	BMF81_RS05190, BMF81_01016	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78015887	0	live	iscB	BMF81_RS02520	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78015739	0	live	iscB	BMF81_RS01725, BMF81_00333	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1914872	Nodularia spumigena UHCC 0039	78015711	0	live	iscB	BMF81_RS01580, BMF81_00305	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
375899	Trichormus variabilis 0441	58727323	0	live	iscB	GSQ19_RS28535, GSQ19_28535	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
398007	Dolichospermum circinale AWQC131C	78011336	0	live	iscB	ACIR131C_RS0100870	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
375899	Trichormus variabilis 0441	58726962	0	live	iscB	GSQ19_RS26730, GSQ19_26730	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
1628744	Nostoc linckia z6	57097555	0	live	iscB	VF07_RS31130, VF07_30465	RNA-guided endonuclease IscB	RNA-guided endonuclease IscB									
423471	Crocosphaera watsonii WH 0003	88766060	0	live	iscB	CWATWH0003_RS11240	pseudo										
1914872	Nodularia spumigena UHCC 0039	78018765	0	live	iscB	BMF81_RS17835, BMF81_03495	pseudo										
1914872	Nodularia spumigena UHCC 0039	78019642	0	live	sigC	BMF81_RS22465, BMF81_04429	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
449441	Microcystis aeruginosa NIES-88	66705214	0	live	sigC	OA58_RS02660, OA58_02655	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
398007	Dolichospermum circinale AWQC131C	78013054	0	live	sigC	ACIR131C_RS0111110	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
1160	Planktothrix agardhii	77288313	0	live	sigC	NMG88_RS10880, NO976_02196	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC		I							
375899	Trichormus variabilis 0441	58723833	0	live	sigC	GSQ19_RS11085, GSQ19_11085	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
1628744	Nostoc linckia z6	57094167	0	live	sigC	VF07_RS13100, VF07_12795	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
269084	Synechococcus elongatus PCC 6301	72430720	0	live	sigC	PCC6301pg_RS09560, PCC6301pg_1925	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
423471	Crocosphaera watsonii WH 0003	88764112	0	live	sigC	CWATWH0003_RS00675, CWATWH0003_0144	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
98439	Fischerella thermalis PCC 7521	35797444	0	live	sigC	UYK_RS0106255	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
2971778	Umezakia ovalisporum Ak1311	83686312	0	live	sigC	NWP25_RS15340, NWP25_15365	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
2692891	Aphanizomenon flos-aquae FACHB-1287	78217623	0	live	sigC	H6G44_RS06505, H6G44_06485	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
2108055	Cylindrospermopsis raciborskii Cr2010	92781058	0	live	sigC	C6N34_RS09580, C6N34_009555	RNA polymerase sigma factor SigC	RNA polymerase sigma factor SigC									
